DateTimePhoto;Code_exp;Code_lieu;Phone;TypeNetwork_Fixed;real_lat;real_lon;photo_lat;photo_lon;distance;angle
2020:01:30 18:54:47;N24S5;ESCH;Standard;4G;46.99189;6.92735;46.991944;6.9275;12.893000244667714;62.175719293567454
2020:02:06 18:36:27;N25S1;GANE;Standard;4G;46.99615278;6.935441667;46.995833;6.935833;46.365910078947486;140.14935972465514
2020:02:06 18:38:56;N25E1;GANE;Experimental;2G;None;None;None;None;None;None
2020:02:06 18:56:27;N25S2;EGAD;Standard;4G;46.99444444;6.935377778;46.994167;6.935556;33.69089644556332;156.3393524169128
2020:02:06 18:58:26;N25E2;EGAD;Experimental;2G;46.99444444;6.935377778;46.993889;6.937222;153.26842830782192;113.82383103042707
2020:02:06 19:18:00;N25S3;PORT;Standard;4G;46.98968889;6.936086111;46.989722;6.936111;4.139250565772252;27.14698742050473
2020:02:06 19:19:07;N25E3;PORT;Experimental;2G;46.98968889;6.936086111;46.993611;6.936944;440.8800093045785;8.485497381859034
2020:02:06 19:44:24;N25S4;MOCH;Standard;4G;46.99176944;6.928591667;46.991667;6.928611;11.482885116769523;172.66463952979484
2020:02:06 19:46:21;N25E4;MOCH;Experimental;2G;46.99176944;6.928591667;46.994167;6.9275;279.17407667722927;342.7471098535392
2020:02:06 19:58:55;N25S5;ESCH;Standard;4G;None;None;None;None;None;None
2020:02:06 20:00:21;N25E5;ESCH;Experimental;2G;46.99189;6.92735;46.994167;6.9275;253.3927115482675;2.5727024993688588
2020:02:07 18:34:06;N26E1;GANE;Experimental;3G;46.99615278;6.935441667;46.996111;6.933889;118.18946238308696;267.7412734727485
2020:02:07 18:34:44;N26S1;GANE;Standard;4G;46.99615278;6.935441667;46.996111;6.935556;9.85898922553867;118.1812304130462
2020:02:07 18:51:08;N26E2;EGAD;Experimental;3G;46.99444444;6.935377778;46.994167;6.938056;206.0381298383664;98.63495220690248
2020:02:07 18:51:31;N26S2;EGAD;Standard;4G;46.99444444;6.935377778;46.994444;6.935278;7.589659631529081;269.6296066384034
2020:02:07 19:14:03;N26E3;PORT;Experimental;3G;46.98968889;6.936086111;46.994167;6.938056;519.8967170743829;16.701235753675917
2020:02:07 19:14:34;N26S3;PORT;Standard;4G;None;None;None;None;None;None
2020:02:07 19:37:49;N26E4;MOCH;Experimental;3G;46.99176944;6.928591667;46.991389;6.927778;74.96417625665862;235.57087554356235
2020:02:07 19:38:18;N26S4;MOCH;Standard;4G;None;None;None;None;None;None
2020:02:07 19:52:02;N26E5;ESCH;Experimental;3G;46.99189;6.92735;46.994167;6.9275;253.3927115482675;2.5727024993688588
2020:02:07 19:52:57;N26S5;ESCH;Standard;4G;46.99189;6.92735;46.991667;6.9275;27.290809153817957;155.35363118579357
2020:02:08 17:02:43;N27E1;GANE;Experimental;4G;46.99615278;6.935441667;46.996389;6.932778;204.29678596034623;277.40923113796555
2020:02:08 17:03:15;N27S1;GANE;Standard;4G;None;None;None;None;None;None
2020:02:08 17:21:23;N27E2;EGAD;Experimental;4G;46.99444444;6.935377778;46.993889;6.937222;153.26842830782192;113.82383103042707
2020:02:08 17:21:46;N27S2;EGAD;Standard;4G;46.99444444;6.935377778;46.994444;6.935278;7.589659631529081;269.6296066384034
2020:02:08 17:43:56;N27E3;PORT;Experimental;4G;46.98968889;6.936086111;46.993889;6.937222;474.85629072572493;10.451427491503864
2020:02:08 17:44:20;N27S3;PORT;Standard;4G;None;None;None;None;None;None
2020:02:08 18:08:43;N27E4;MOCH;Experimental;4G;46.99176944;6.928591667;46.994722;6.926944;351.3518275963576;339.1620165545582
2020:02:08 18:09:10;N27S4;MOCH;Standard;4G;None;None;None;None;None;None
2020:02:08 18:22:50;N27E5;ESCH;Experimental;4G;46.99189;6.92735;46.994722;6.926944;316.3464827647649;354.41525826545694
2020:02:08 18:23:48;N27S5;ESCH;Standard;4G;46.99189;6.92735;46.991667;6.927778;40.92129533270921;127.37442606448315
